"id","productid","userid","profilename","helpfulnessnumerator","helpfulnessdenominator","score","time","summary","text"
"1540","B000E7WM0K","ADFYGTU2B7I1R","Lonni W","0","0","2","1337558400","Not so much...","""We enjoy A Taste of Tai's Peanut Noodles... they rock.  That peanutty flavor...mmm... so we decided to try these... um"
"1546","B000E7WM0K","A3EL8P50JQ5OIF","A. Smith","0","0","2","1196380800","""not bad"," but I won't reorder"""
"1552","B000E7WM0K","AMRNR2G8VYZUM","Jonathan Wilcox","1","2","2","1176076800","Eh...","""I had recently tried a similar product from Trader Joe's and"
"1572","B0009QWTMM","A3MOFX0JORSBIS","Elaine C. Sharpe","0","0","2","1233619200","""Jittery"," lacks body"""
"1578","B001CWZXIY","A7C7QG6O3ZHXD","""A. C. Smith """"A.C.Smith""""""","3","3","2","1310860800","Didn't do well for my dog","I was giving my shihtzu the Fromm Adult Gold dog food. She didn't seem to want to eat it though so I thought I would try something different. I found the Harmony Farms and thought I'd give it a try. She actually liked it. It's cheaper then the other food and it seemed to contain really healthy ingredients. I couldn't believe how she gobbled this up. BUT after having her on this for a week she developed a rash on her stomach. Took her off and the rash went away completely in 2 days. Her hair also wasn't as soft. This kibble did not do well for her."
"1612","B001RVFDOO","AX8KKN5A1PG9E","""CintiBonnie """"bonnie8""""""","0","0","2","1327622400","Didn't care for the variety selections","""I bought two bags of PopChips at Whole Foods (Original and Barbeque)and loved them.  When I went to Amazon to order lots more"
"1642","B001RVFDOO","A1PHUCTJ9X9EHJ","Godsambassador","0","0","2","1310860800","Did not care for these. Only liked bbq. Wondering why these are best-sellers","I bought these and tried each flavor. I could not even finish any bag but the barbecue. I really liked the barbecue but all the other flavors were gross. And the texture is really like fingernails on a chalk board to me. HOw is this the #1 best-selling item? Amazed. Anywho to each his own! Godbless and enjoy. But if you are like me and enjoy barbecue just get the barbecue kind!"
"1668","B001RVFDOO","A2SM4ZKR581D8A","""Me """"Me""""""","0","0","2","1296000000","Too salty","""Very tasty chips( ORIGINAL AND OTHER FLAVORS )"
"1708","B001RVFDOO","A2K5BNVW2P3F5L","Shannon","100","133","2","1261958400","Beware hidden ingredients","""I hate to type this"
"1710","B001RVFDOO","AD2QRU9ZXBQZ1","Domestic Gnome","4","4","2","1313971200","""Pringles"," instant coffee"
"1796","B001RVFDOO","A206FFH5DBWL1H","""R. W. Taylor """"Wil O' The Wisp""""""","0","1","2","1338163200","Not impressed","""Despite the plethora of positive product reviews for these snacks"
"1799","B001RVFDOO","A132ETQPMHQ585","""Donna's Reviews """"I Love Shopping on Amazon!""""""","0","1","2","1309737600","I did not like the taste!","OK...but would never buy them again my husband ate some...<br /><br /> I thought they tasted a lot like the chips they used to call MUNCHO'S!<br /><br /> Just not for me!"
"1800","B001RVFDOO","A3W45U5VLS64UI","Mommy of Lily","0","1","2","1309651200","Didn't like the taste","""I've heard about these chips for a while now and thought they would be a good alternative to regular chips. I couldn't eat them though"
"1811","B001RVFDOO","A2AZ1QA0CRO7RD","DealMommy3","0","1","2","1297123200","We really didn't like these!","""I decided to give these a try since one of my good friends and her son raved about how good they were...Bad idea!  I almost ordered two since they were such a good price"
"1816","B001RVFDOO","A2RL1RS6PWUHWI","Jennifer Ackerman","2","2","2","1336608000","Too strong of flavors","""I love shrimp chips and I love healthier alternatives as well so I thought these would be a match made in heaven. Not so much. The flavors were too strong most of the time (I am a huge fan of pepper but even I had a hard time enjoying the salt & pepper flavor and the salt and vinegar made me shudder with each bite because of how strong the vinegar flavor is -- and this is from someone who currently lives in the UK and enjoys all types of vinegar crisps here) and too bleh in others. The only flavors that my husband and I both liked were the bbq and sour cream and onion and we didn't enjoy them enough to want to buy these again.<br /><br />I wish these were as good as all the hoopla regarding them said but we still have 15 bags of these in our cabinet four months later uneaten so needless to say"
"1826","B001RVFDOO","AJNJNA093JUW0","Jane Tompkins","2","5","2","1302998400","Popchips vs Baked Lays? Baked Lays taste MUCH better.","""I love Amazon and I love the reviews from people"
"1835","B001RVFDOO","A835SPN137HUF","Sandy Ngo","0","7","2","1268784000","get the salt and pepper box instead","the best flavor in this box is the salt and pepper and the bbq flavor.  all the other flavor was just so-so"
"1840","B001RVFDOO","A3CGELDUCUTLY0","itssoocold","1","1","2","1342310400","too salty","""These chips are too salty!!!<br />I like the crunch"
"1891","B001RVFDOO","A3JKDP03J29EC3","Lizabeth","0","0","2","1335052800","My kids only liked one flavor!","""The only flavor we could stand was the barbecue (which was the reason we purchased them in the first place)!  I had to give the others away!!!  I won't be buying this again for lunches although the size/packaging was great.  I just wish the other flavors tasted better (plain"
"1900","B001RVFDOO","A3FC2U8EPUE6UC","babylou319","0","0","2","1332547200","overrated","""These chips taste so dry and gross"
"1912","B0016PKA1C","A21KEWQVHOIHFJ","ocannie2002","14","14","2","1293321600","Found the solution on how to open it","""I bought this because I had been seeing this pod in magazines and other places. I thought it would be a great addition to my fridge to save money on cilantro. However"
"1916","B0016PKA1C","A1MPHD8OJTXR1R","A. Marvin","3","3","2","1266105600","""Great concept"," poor product"""
"1917","B0016PKA1C","A36LOFUR3U753Z","L Parr","2","2","2","1304380800","""Too small"," too hard to open"""
"1919","B0016PKA1C","A1T277YTLM09T9","B. Cooley","1","1","2","1323561600","""Great idea"," such a pain to open and close"""
"1924","B0016PKA1C","A2XXD7R9EOE6S1","Monica","1","1","2","1299715200","""Works"," but hard to open...Buy larger version instead of pod"""
"1925","B0016PKA1C","A314KQRCVYGBO","""ReadsTooMuch """"PJ""""""","1","1","2","1295395200","""Sorry Oprah"," not one of my 'favorite things'"""
"1926","B0016PKA1C","A14HZY7NHRZTZV","ESimons","1","1","2","1292803200","Wilted hopes","""I wanted very much to like this product"
"1933","B0016PKA1C","AL5822LXTBSDO","""S. Saites """"Garden Lover""""""","0","0","2","1344211200","The Picture is Misleading","""The Prepara Herb Savor Pod is advertised holding asparagus. That was why I purchased it"
"1944","B005ATI9EU","A3LR0Y3LGKAND4","Mase","1","1","2","1344556800","Okay but some weird flavors","""EDIT:  I just noticed each bag is only 1.76 pounds"
"1955","B001HBTGI8","A20FYL3KJ5KRU5","Louis Galizio","0","0","2","1298937600","olive juice","I purchased this item because it was cheaper than other olive juices. i was looking for a good quality olive juice for martinis. i was pretty disappointed. the juice is very strong. i followed the instructions and put the ratio on the bottle into the shaker and made a martini. the ratio was 2 part vodka to 1 part olive juice. it was way too salty. the olive juice was over powering. i made a decent dirty martini with 2 parts vodka 1/4 part olive juice. i would not recommend this item."
"250436","B001NXHY8Y","A62GFAGT7FT90","Rich","0","0","3","1314144000","""Usually good"," sometimes bad."""
"250448","B000HZHV2S","A34F15TPWKCU50","""Puppydog58 """"Sue""""""","1","1","3","1236988800","GOOD COOKIES","""THE COOKIES ARE VERY GOOD BUT BE CAREFUL WHEN YOU ORDER"
"250459","B004WSBZAA","A2AZIQJGBLU7WN","DJ Deathwish","0","0","3","1334793600","Supplement","To be honest my dog didn't mins the taste of the supplement but my vet advised to discontinue use die to lack of benefit and gave me something better."
"250460","B004WSBZAA","A14DNCG5WHM86Z","Jennifer","0","0","3","1332633600","""Dog doesn't mind the taste"," haven't noticed a huge change."""
"250466","B004WSBZAA","A1VOPP2OFITP7D","June Bug","0","0","3","1326844800","Nutritionally Sound","""I received this product in return for writing a review.<br /><br />I appreciated the ingredients of this formulation"
"250470","B004WSBZAA","A2KP45DO3RY4RG","CheeryToes","0","0","3","1325203200","get the pills if you feed your dog dry dog food","""I can't tell if this works or not"
"250474","B004WSBZAA","A1GASYTBITRWV1","""Laura A. Crawford """"AndyFan""""""","0","0","3","1324512000","""Ummm"," I Don't Know..."""
"250482","B004WSBZAA","A17A1KTVI3DG6U","Nathan A. Edwards","0","0","3","1323820800","Get the tablets","""Our Pomeranian has become increasingly less mobile over the years"
"250483","B004WSBZAA","A2UVYN2FO7X43V","""Margaret H. Bonham """"skywarrior""""""","0","0","3","1323820800","Too Small for Big Dogs","""I got a jar of this and decided to try it out on my older female Malamute.  I can't judge it on how effective it is because you have to use 2 tablespoons of it a day as recommended for dogs over 60 lbs.  It's gross looking but she liked it okay.  Basically"
"250496","B004WSBZAA","A1JBBR4MNGQ70G","Falkor The White Luck Dragon","0","1","3","1322524800","Green Glucoasamine Product To Support Dog's Joints","""My family has an eight year old Yorkie who has experienced significant joint problems in both his shoulders and hips.  He is used to eating glucosamine treats to help alleviate these issues but these treats have to be broken in to several pieces for him because of his small size (6 pounds).  This """"motion"""" powder can be sprinkled on the dog's food and a teaspoonful is the serving size for small dogs (under ten pounds).  A disadvantage to me of this product is it has to be refrigerated after opening and our dog's eating area is a long way from the kitchen.  Our dog did readily eat the stuff when mixed with his regular food but I think he still prefers the glucosamine he has been receiving in the forms of treats for the last few years."""
"250499","B003Q4TXBE","AHM4YPDIHVT47","Sue","0","1","3","1305590400","Not what I expected","""The syrup tastes fine"
"250522","B000EMOD5M","A1BKJNAWJT2TG2","""G. Scott """"Gia Scott""""""","3","4","3","1291248000","Ho hum...","""This is an easy pizza crust"
"250530","B000EMOD5M","AAVD79H829O4D","Mitzi Lou","3","16","3","1176076800","Shabby shipping box preparation","""No problems with the quality of the item ordered and very satisfied with the price.  This item was combined with another item; they were separate boxes contained within one large box weighing about 20 pounds.  This big box arrived COMPLETELY TORN AND RIPPED OPEN.  I'm lucky nothing was pilfered during the shipping process.  There was only very thin piece of tape on the bottom of the box and one piece of thin tape on the top of the box that only extended down the sides maybe an inch and a half.  No wonder it didn't hold up.  I've received two other bungled shipments from Amazon.  Come on"
"250539","B00248EA8Y","AFUKPXYA062LK","Ateebee","8","9","3","1263254400","just okay","""These candies were very dry and not as creamy as I would have liked. The taste was fine but they are not sealed as another reviewer wrote so air gets to them and dries then out.  I have purchased another brand on here that was sealed tightly and of  much better quality in my opinion ( Coombs)  if you like your Maple  candies creamier on the inside. These taste fine as I said..  they are just a  harder and more """"sugary"""" texture  than I prefer."""
"250541","B00248EA8Y","A2TBK6PQRSDFR5","Janet Beckwith","2","2","3","1272153600","maple sugar candy","""The delivery was speedy"
"250549","B00248EA8Y","AJU3BBA2KW3SJ","kobemonster","0","0","3","1346284800","VERY SWEET","Wow these are sweet! I kept eating them i couldnt figure out if i liked them or not! I just kept eating them. I ate half the box!"
"250568","B000EM6Q4S","A32N18QV8VDZGC","Guillermo Ramirez","0","0","3","1171152000","Good but not in a class by itself","Not as good as the Au Jus mix.  That is all I can say about it."
"250596","B002YR7A78","A3FQWCPIPNNQYW","""Arsene Lupin """"gentleman cambrioleur""""""","17","21","3","1290384000","great product bad packaging","""Iwould like to share my experience about the Couscous itself"
"250603","B002YR7A78","A3NZZ8AZ1YRTOD","curt","1","1","3","1345420800","poor quality control","""Like many others report.<br />I received my box and there was couscous coming out of the box. the box was not damaged. one package was taped closed"
"250604","B002YR7A78","A2GH72N02C99JY","""A. Hartman """"alhartman""""""","1","1","3","1343692800","""So far"," so good..."""
"250605","B002YR7A78","A3CKFI4PD4O4BX","H. Chevere","1","1","3","1342483200","""""""PRE-COOKED"""" or INSTANT Couscous""","""ADVISORY: This Couscous is """"Pre-Cooked"""".<br /><br />The description I read did not say it was a """"pre-cooked"""" (I dislike that term because """"pre-cooked"""" means it's raw!).  As a person who wanted to learn to make cousocous (this would be my first time working with it)"
"250608","B002YR7A78","A2M9HW6IQI8BYO","Richard Nixon","1","1","3","1324080000","Cheap and decent Couscous; bag needs improvement.","""The 10 lb bag of couscous cooks just as well as the expensive (all marketing) stuff at the store.<br /><br />The only problem with such a big and heavy bag is that it is likely to get a hole in it. When I received the bag"
"250630","B002YR7A78","A2W9TOPLT07Y1T","""ShiShisOpinion """"ShiShis""""""","2","4","3","1330905600","""I was lucky"," my product was sealed perfectly..."""
"250638","B006GDO6DM","A3POAWC2JPQQQP","me","4","4","3","1339718400","""good"," but not the best"""
"250657","B007Y8CTY6","A24TXZDC38Z4KS","Socks","0","0","3","1341100800","Overpriced","""Just a heads up that I bought this same two-bottle package at Costco in Canada (where prices are usually quite a bit higher than in the United States) for something like $4.79 on sale from $7.99. I haven't opened it up yet"
"250678","B000EEWZEQ","ABLKO3TSRPKPP","Kristina Thompson","3","3","3","1190764800","""Ok"," but definately not the best sardines"""
"250693","B003TX4L6O","A26VYAJ8RMBU78","davidj51","0","0","3","1343088000","Fizzies Review","""I ordered the Fizzies 12 boxes with 12 tablets in each box thinking about how much I loved these as a child. After receiving the Fizzies I was excited because I wanted my Grandchildren to love them as much as I did. BUT I tasted mine as they were drinking theirs  and it just wasn't the same. They didn't have the fizz or bite is what I call it as they did when I was a child. My grandchildren will drink them but they add them as flavoring to Sprite or 7up. They are just OK not what I remembered them to be. I would suggest buying just one pack of these and"
"250729","B002HFWNKG","A379TF7EJI1DS6","""mycatsadiva """"mycatsadiva""""""","0","1","3","1268006400","Packaged goods--not so good.","""I LOVE Nestle Rich Hot Cocoa and I was so excited to find it on Amazon for a reasonable price"
"250751","B002HFWNKG","A3KX264X8QS2V3","Steven Braun","1","1","3","1336694400","""Good product"," price not so hot"""
"250783","B002HFWNKG","A2EU7X9AKRTZ7I","John Norris","0","0","3","1323129600","Fat Free Cocoa","""The lowest calorie count that still has some flavor"
"250844","B0037NVULU","AKJNS2Y2S2GWV","Alkat","1","3","3","1270857600","It's ok","""I tried this and the Donut Shop blend coffee; the donut shop blend is a lot better (although I enjoy the Coffee People blend a lot more).  I do not think I will be buying this again"
"250846","B005FVCUR0","A1RLP0R1N8H8C4","Kitten Kisser","3","4","3","1329350400","Inherently Good - Not Great...","""These are a very crunchy cookie with a creamy center.  The cookie part crumbles into many bits.  There is no neat way to eat them.  I even tried putting a bowl under me.  This method catches a lot of the mess"
"442061","B001GSFEJ2","A1F4H69DM60FBH","""D. Greenspan """"Granny DJ""""""","0","2","1","1324425600","WHAT A DISASTER!","I should have believed the other reviewers! When I opened the box the bag that the chocolate was in was torn open and the chocolate coins were scattered all over the box! I was very disappointed! This was a gift and there was no way that I could give this to anyone! There is no way that the outer bag ripped inside the sealed box. This ccompany needs to check out what is going on with who is packing the boxes that are being shipped out!"
"442062","B005DVUU3I","A1V0POWZSMLSYZ","Stephany","1","1","1","1338508800","This was really bad.","""I bought a bowl of this last week because the packaging interested me and the flavors were very appealing. I wish I would have stuck to the regular chunky soups.<br /><br />My first problem was that the bowl the soup came in wasnt microwaveable. This was an immediate turnoff as I am a college student and our dorms have microwaves in them but no sinks... We have to go into the communal kitchen to clean our dishes"
"442065","B005DVUU3I","AQZD37NXALOZK","Brady R Faist","0","0","1","1335916800","worst soup ever","""Not only was I mislead by the packaging like others"
"442070","B001EO5VNW","A2L2UQAUZ1Q3LI","LXL","1","1","1","1334188800","Tastes bad and looks ugly","""Tea balls are tied together with unseemly string.  When you try to cut the string"
"442084","B004M1UKB2","ABB4V5IJHTJG4","New York Angel","0","3","1","1325721600","Cans were soaked with Ammonia Floor Cleaner !","""The 6 cans were sealed in a plastic bag.  When I opened the bag I was hit with the PUNGENT smell of AMMONIA. The paper cardboard label wrap around each can was soggy and half soaked with a peach colored liquid that smelled like toxic AMMONIA FLOOR CLEANER !!<br /><br />Then when I went to the Amazon Return page"
"442096","B001EO5MZY","A2Q11BUVUPW7BN","Todd the wine entertainer","1","2","1","1286755200","Horrible Supply Chain and order picking","""Ordered this for a party as a favor and they sent regular olive oil instead of infused. Got with cusstomer service who rushed an order again. This time they sent the same plain olive oil! Customer service was fine"
"442108","B000DZKKMU","A2H7HJYQKLMHJ3","Michelle Anderson","0","0","1","1310688000","gluten-free cookies","""Pamela's products are usually very good. These cookies"
"442111","B000DZKKMU","AZL8TL2ESRFH1","Chevy Chase Mom","0","0","1","1233878400","Awful texture and taste","""The cookies are inedible. I was shocked after all the high reviews. The consistency is nothing like shortbread"
"442136","B000BYAEEC","A3MIOMU4PEDC4Y","Mg","0","0","1","1346803200","Horrible product","This lasted for less then 5 minutes before my APBT had it broken into sharp jagged slivers. If You have a large dog with strong jaws expect a trip to the vet if you give this to him"
"442137","B000BYAEEC","A3BNHD1HO4PWAX","schlaa-la","0","0","1","1307577600","""TERRIBLE Product"," easily shatters into small sharp bits"""
"442141","B004X8W260","A2ANFU2HJPYUMQ","Reuben Herfindahl","1","2","1","1310169600","""NOTE:  This is a bag of cracked wheat"," not cracked wheat flour."""
"442159","B000VMDB7Q","ARTRFSZQPWY9I","Ian B. Cooper","1","1","1","1343606400","Changed recipe - disaster","""I used to love these cookies"
"442160","B000VMDB7Q","A1IPZLV0S3OJ5T","Anoletta","1","1","1","1342483200","Yikes and double yikes","""Rhonda and Meredith are 100% correct. We have eaten dozens of these cookies and loved"
"442161","B000VMDB7Q","A1RCJRUGV1RRYE","Meredith","1","1","1","1341619200","New recipee is a disaster","""My comment completely echoes Rhonda who left her review above.  These used to be one of my very favorite cookies.  I hadn't bought them in a month or two probably"
"442162","B000VMDB7Q","A1V7X9IUG2R4V6","Rhonda","1","1","1","1339459200","Why did you change the recipe?  They are now awful!!!!!","""I have been an avid fan of these cookies for years.  My family went through dozens of boxes a month for our use"
"442184","B000VMDB7Q","A3990AH6DXKPFD","""R. Goldstein """"zardoz""""""","7","12","1","1325808000","Warning - contains GMO soy","""This product contains non-organic MonSatan soy lecithin (banned in Europe"
"442189","B000VMDB7Q","AISEX5WTT7GT7","Strontium90","1","3","1","1311120000","""I did not like them"," but lots did"""
"442200","B000VMDB7Q","A1P2XYD265YE21","""Andrea """"Readaholic""""""","4","12","1","1277251200","Bad","""I was attracted to this box of cookies because of the """"brand"""". """"Late July"""" sounds like a wonderful brand name"
"442202","B005DDC7J6","A1C9YI01Z8QBJ5","Sibman","1","1","1","1347494400","Look Out!!","This is for one single pack of gum.  It is not for a box like the picture.  Do not buy.  This is the first scam that I have seen on Amazon."
"442203","B005DDC7J6","AMV4JLMJAJ9DZ","xtine","0","0","1","1348012800","Buyer Beware","This is one single pack of gum. I thought I was purchasing a box with nine packs and thought the picture backed this up. You will receive one single pack with nine pieces of gum."
"442204","B005DDC7J6","A1YDITZHPGU7PS","C. knippel","0","0","1","1347753600","Scam","""before ordering this item thinking it might be a good deal"
"442246","B001L4EME4","A3H5T41VWOW12Q","Tectkie","2","5","1","1320624000","No No Marketing Please","""I wrote a review on this but San Pellegrino company request to remove it or something. Hey"
"442248","B001L4EME4","A34TFF07RDXVAF","Eb","0","3","1","1326240000","PICTURE AND PRODUCT AREN'T THE SAME!!!","""I always have orange and lemon on hand"
"442252","B0004LWU5I","A2LGGEF56945Y9","David Ackerman","4","4","1","1162512000","Chocolate syrup","""The product has changed"
"442255","B0004LWU5I","AW3ME92UZVY3M","21st Century Hermit","2","3","1","1313020800","""Dark"," Not Special or Where's the Chocolate?"""
"442260","B0004LWU5I","A20GV36GPZ72MF","Michael Alan Stein","0","2","1","1309651200","I never received the shipment","""I never received either the shipment nir an explanation from Amazon. I ultimately received a refund. A disappointing experience"
"442279","B0030HSFW0","A1XRPUO3Z4ZL2M","Bubba S","9","11","1","1279756800","crappy casing","""Low quality casing"
"442324","B0030HSFW0","A36PQDZPYXY6MK","G. Gunderson","0","13","1","1327536000","""Product of USA"," China and Europe"""
"442325","B0030HSFW0","A253REJUCVV9O4","""Danielle M. Ford """"danilucky13""""""","0","15","1","1325721600","Never received my product!","I order this product on dec 4 and still have NOT received it! I am Very disappointed!!! I had to look last minute for a replacement:("
"442339","B001NCN60A","A17GVZ5UMRF0XS","""Osama Sajid """"os pwrshl""""""","10","10","1","1270080000","show one thing - sell another","""I bought saffron advertized on this page from """"GourmetFoodStore"""" - its not good and we didn't like it.<br />When I bought it"
"442340","B001BOTD4S","AKZKG2Z7CNV27","BreezyPaige","0","0","1","1330214400","""False Advertising"," Terrible Dog Food!!"""
"442363","B000VB4RZ2","A12AWUF74IBRJZ","K. Barrett","10","17","1","1281744000","Almost killed my tree","""I was duped by this product in a shiny"
"442378","B0009IR4CK","A1VTNNRV9MU5KZ","G. Stahmer","31","47","1","1289952000","Beware of expiration!","""Be aware that nowhere on the website does it say that this item must be opened and used within 30 days.  However"
"442381","B0009IR4CK","A9JSM5R8IQXYL","""sunny1970 """"sunny""""""","7","11","1","1246752000","got only one muwhroom","Followed all instructions. Only one mushroom grew in the first round and then the whole log turned moldy before we could try for a second round"
"442382","B0009IR4CK","A17D7ANN54XRIC","""Sam """"panettonea""""""","1","2","1","1320969600","Don't waste your time or money","""I bought this kit several months ago.  It was a lot of bother"
"442385","B0009IR4CK","A2AH0DWQ44G5UM","""Tracy L. Mammone """"amazon shopper""""""","5","9","1","1266019200","one mushroom greq","""I would not reccommend this product. I gave it as a gift for a mushroom lover"
"442393","B003FVV66S","A3FW29GQ2BNLHI","M. Spalding","14","15","1","1324339200","Great Product BUT Now Tastes Horrible!","""I've been using Emergen-C for years. It's one of my favorite products - a really wonderful pick-me-up in the late afternoon. I swear by the stuff. Unfortunately"
"250848","B005FVCUR0","AH6BI8F3EE6K1","Amazon Addict","1","2","3","1333238400","""If I had a gluten intolerance"," I would enjoy these more."""
"250851","B004SVLMBI","A2QU1NRKGLJW6B","Wizzilliam","0","0","3","1313884800","Bacon fix","""Not bad.... If you're looking for a smokey mapley fix this will work. Good novelty. I've had better"
"250854","B007TKF59A","A10GIZNRVH709L","libfischer","0","0","3","1348012800","cat food","""My cat liked the juices and was able to eat most of the chicken"
"250870","B000IEZINW","A131GQFJUF03QN","Josh Simerman","4","4","3","1293580800","$2 worth of crickets for $40","""The crickets taste like small"
"250875","B001QT6ZLM","A1CLPRQEHUU71C","Carito","1","1","3","1279497600","Not what I expected","""Didn't like the flavour that much"
"250885","B004MTDAD4","A21XGF9IMR5UB6","Take no prisoners","0","2","3","1326240000","All I am saying is give these a chance.","""Few people confess to enjoying black licorice jelly beans"
"250896","B004V3D2UM","AABIM9A05QN05","Richard Resler","3","4","3","1322179200","Just O.K.-cups","""Gloria Jean's Cappuccino Keurig K-Cups certainly provide good tasting coffee/cappucino"
"250899","B004V3D2UM","A2SSDO8KAOZCWU","""J. C. Rogers """"JC Rogers""""""","0","0","3","1341273600","Not as Good as I thought it would be...","Service was great!  I received product when they said it would be delivered.  I made a cup of cappuccino right away after receiving it.  I was not impressed with the taste of this.  I will drink it due to not wasting the money.  I choose not to return the product.  Maybe I will grow to like it we will see."
"250904","B004V3D2UM","A24E4WPEB2Y4YG","Diane C. George","0","2","3","1341273600","Misleading Label","""The name of the product is misleading. I was looking for Cappuccino with froth. What I got was """"Cappuccino-flavored"""" black coffee. I was so disappointed I must admit I didn't even taste it."""
"250907","B0078DQ7PE","A1N3APSF4OWEBS","""R. Winans """"woodturner""""""","1","1","3","1349740800","taste test","""The crackers have plenty of fibre and are very sturdy"
"250928","B004DOXI9O","A2G9UDL72YUTT8","Book and Dog Lover","2","2","3","1317254400","Tasty chocolate but very light ginger flavoring","""The box contains 8 cookies"
"250930","B004DOXI9O","AK7CAW3N1XZV6","""Beth Cholette """"doctor_beth""""""","2","2","3","1317168000","""Decent-tasting"," but some problems"""
"250931","B004DOXI9O","A3I5YPJZMTG1QO","D. P. Taylor","2","2","3","1317168000","There are better choices out there.","""Okay"
"250933","B004DOXI9O","A31RULW0KNYJ5H","LA","2","2","3","1317081600","Bland","""These cookies arrived in the afternoon. They didn't sit in the mail box long"
"250934","B004DOXI9O","A1MODX0Q6IJ46A","R. M. Watkins","2","2","3","1316995200","Ginger + Chocolate should = more","""I was excited to try these cookies as the combination of two of my favorite flavors sounded unbeatable.  Unfortunately"
"250936","B004DOXI9O","A3RGN75LHYAG8U","M. Lu","2","2","3","1316476800","Soft and Melted","""The flavor of this cookie is pretty good for gluten-free fare. Texture is nice"
"250937","B004DOXI9O","A2FWZ58M6IQMD7","Doc Stew","2","2","3","1316476800","""Tasty"," questionable texture"
"250940","B004DOXI9O","AD34TCPEP7P84","J. Nitzky","1","1","3","1318291200","Good flavor but needs improvement - chocolate melted","""I thought these cookies had a lot of flavor (a touch on the sweet side) for a vegan/gluten free treat - they were very gingery in a good way.  However"
"250961","B004DOXI9O","A1HQWPU9DCL9Q8","""J. Loscheider """"No one knows I'm a radical""""""","0","1","3","1321920000","Not a bad tea cookie","""As a celiac"
"250964","B004DOXI9O","A3GWM1FHA3EQPM","Marianne O. Schmidt","1","3","3","1316390400","""Interesting Taste"," But With A Few Problems"""
"250976","B001IZLUNC","A1B39B7DI72P3Y","""Tanner """"Peachy""""""","0","0","3","1327968000","Not really that great","""I was expecting a really great taste from the reviews I read - not really wonderful at all.  I was odd tasting and not a powerful robust flavor like I had hoped it would be. For the difference in price"
"251025","B0085RSFES","A223JUUGN1EV41","D. Heyman","8","13","3","1325808000","Need to disclose the expiration date","""I love the convenience of ordering Grape Nuts from Amazon"
"251026","B0085RSFES","A368SWKZUW26J0","""An American """"An American""""""","0","1","3","1344124800","""Good Price For 64oz Grapenuts"," but..."""
"251066","B002INDU22","AZXQZ1ZDPFBNW","Ryno","1","2","3","1331942400","Worked but not as well as alternatives","""The effects are actually quite amazing however"
"251068","B002INDU22","A3MIXK2RZXX6XK","Barrett","0","1","3","1330214400","""Well",""""
"251073","B002INDU22","A1JDP8TSWKJ3QG","R. Tichy","10","20","3","1263340800","Wanted to try this miracle fruit thing....","""My husband bought these because my parents wouldn't stop talking about this miracle fruit thing.  We bought them last minute so we could take them to my parents house.  Personally"
"251084","B0009F8JRC","A5L1DFVIC7C22","adobe princess","1","3","3","1163030400","Orange is better than this and the lychee gummy","""This has too subtle a flavor for a candy that is gone too fast.  I avoided these for a while because I thought they would be sticky"
"251085","B001SS46LM","A35U78BJBS4403","woodbee","2","2","3","1334966400","Not really Biscotti.","These cookies are tasty enough. Though they are not really Biscotti. They are soft. Biscotti are twice baked. These are not. I was wanting the dry hard texture that I am use to in a cookie for dunking in my coffee. I will not be buying them again."
"251110","B000JOE224","A3I48O9KWFT476","JULES","0","0","3","1329523200","They stopped working...","""Well"
"251126","B000JOE224","A4NZ5GY8B14A4","Gingee","0","0","3","1319673600","doesn't work for all cats","""This is a great idea for giving pills to cats. I am sure that this works wonderfully with cats who love dry treats. My own cat doesn't like dry treats like temptations etc. I think its the smell because she eats her regular dry food but not the dry treat. Go figure. So it didn't work with my cat. Instead I crush her pills(please check with your vet first before doing this) and mix them with wet food. I tried giving these pill pockets as treats to my cat"
"251129","B000JOE224","AEC90GPFKLAAW","Lisa Kearns","0","0","3","1317427200","""Great idea"," but my cats hated them"""
"251132","B000JOE224","A24YA5MP7FD53H","Littleracecars","0","0","3","1315785600","Cat Treat","""My cat is not Morris and generally eats the treats we give him.  However"
"251163","B000JOE224","A37SWJPWFDMNKM","G. L. Benjamin","0","0","3","1278806400","Didn't work that great for us.","""The Pill Pockets seemed like a good idea"
"251193","B000JOE224","A1CE0IHO5LSNGN","Joel Tesler","54","54","3","1168387200","""Mixed results"," and some tips"""
"251202","B000JOE224","A1S3DCJ9T7GAK","""Justine A. Lee """"Dr. Justine Lee""""""","6","6","3","1282780800","Veterinary approved for dogs. Still mixed about cats...","""As a veterinarian"
"251208","B000JOE224","A21MVOF4URY2L0","J. Lindenmuth","0","0","3","1178496000","worked great until the cat figured it out","These pill pockets worked great with my for cat for a week or two.  He happily ate his pill twice a day.  But then he seemed to catch on and now he won't touch them.  Probably works best for short term medication."
"251230","B000JOE224","A3MAT2E4XDJHY5","moderate user","5","5","3","1185235200","Sometimes works","""If you have a cat who is prone to gobbling treats whole"
"504480","B007I7YZJK","A3GS7OZXUEW48R","Gene Cloner","1","2","5","1332892800","""Very good flavor and taste"," a bit too sweet!"""
"504481","B007I7YZJK","A2EXGRAA6QW96Z","""J. A. Bell """"she reads xyz""""""","1","2","5","1332892800","Sweeeeeet!","""I like this blackberry pomegranate iced green tea almost as much as I liked the mango pineapple. It's also full of flavor"
